mid,rate_avg
2134,3.229636481
2135,3.225990323
2136,3.082735892
2137,3.688524059
2138,3.846116015
2139,3.626412929
2140,3.315551344
2141,3.574299035
2142,3.351039898
2143,3.220399113
2144,3.27621728
2145,3.417405246
2146,3.551872742
2147,3.477989326
2148,2.927972306
2149,2.923270059
2150,3.181146125
2151,3.107140865
2152,3.029561996
2153,3.284417593
2154,3.575051858
2155,3.429800478
2157,3.53176067
2158,2.984468103
2159,3.19351189
2160,3.515296682
2161,3.231479486
2162,3.124011726
2163,2.906457403
2164,2.908949115
2165,3.47911327
2166,3.547245454
2167,3.08774697
2168,3.555909802
2169,3.255535492
2170,2.991487966
2171,3.401863205
2172,3.259892586
2173,3.265916359
2876,3.659304599
2877,3.524213746
2878,3.017472134
2879,3.206349678
2880,3.039257122
2881,3.657314306
2882,3.603827223
2883,3.497830966
2884,3.170595414
2885,3.502483132
2886,2.9828076
2887,3.019484053
2888,3.196556606
2889,3.594657197
2890,3.162366027
2891,3.341273775
2892,3.495619558
2893,3.269243835
2894,2.987926067
2896,3.256484021
2897,3.586403342
2898,3.156262854
2899,3.159459656
2900,3.300403847
2901,2.967127792
2902,3.106396259
2903,2.990062721
2904,3.442459215
2905,3.308062036
2906,3.71591539
2907,2.980137377
2908,3.711623305
2911,3.837775214
2912,3.389580288
2913,3.165108829
2914,3.438058902
2915,3.237446504
2916,3.310369027
2917,3.651737082
2918,3.595653557
2919,3.581052865
2920,4.026882454
2921,3.380376385
2922,3.467372114
2923,3.265848307
2924,3.197201558
2925,3.608329253
2926,3.104713688
2927,3.41469905
2928,3.707424018
2929,4.054522932
2931,3.805519608
2932,3.45679669
2933,3.585211276
2935,3.211653817
2936,3.32803983
2937,3.170162222
2938,3.549748469
2939,3.498912124
2940,3.552981642
2941,3.51032007
2942,3.390904794
2943,3.788834028
2944,3.425857498
2945,3.585794525
2946,3.146740724
2947,3.288792011
2948,3.297970902
2949,3.280460077
2950,3.500370448
2951,3.401186461
2952,3.571237356
2953,3.337404599
2956,3.594048792
2959,3.945939337
2961,3.415839146
2962,3.245468789
2963,3.565289723
2964,3.485065679
2965,3.015747423
2966,3.626477266
2967,3.386616462
2968,3.159201313
2969,3.501291829
2970,3.677608354
2971,3.613428833
2972,3.484949203
2973,3.540377122
2974,2.962821498
2975,3.614225941
2976,3.684337082
2977,3.54614444
2978,3.236626061
2979,3.516067943
2982,3.167467652
2983,3.392180675
2984,3.762891678
2985,3.277572258
2986,3.335356364
2987,3.653647227
2988,3.45168974
4500,3.605317591
4501,2.944365356
4502,3.06098755
4503,3.640478365
4504,2.856148146
4505,3.277547593
4506,3.577371947
4508,3.726626058
4509,3.250946042
4511,3.287658847
4512,3.211225062
4514,2.974963498
4515,3.700848226
4516,3.228626254
4517,3.084034906
4518,2.924140124
4519,3.350984747
4520,3.032339092
4521,3.349648307
4522,3.424948621
4523,3.581612857
4524,3.277513294
4525,3.222808666
4526,3.34796965
4527,3.418461478
4529,3.458618986
4531,3.262155994
4532,2.907687733
4533,2.935323502
4534,3.176031481
4535,3.335212263
4537,3.627771497
4540,3.234033424
4541,3.002214243
4543,3.243167167
4544,3.381771501
4545,3.108619981
4546,3.063658832
4552,2.829665827
4553,2.848882126
4555,3.545749519
4557,3.602998172
4558,3.578169786
4559,3.26726158
4560,2.800502699
4561,2.93812433
4562,3.408683666
4563,3.22384855
4564,3.642205374
4565,3.098540462
4566,3.260444583
4567,3.260308078
4569,3.171646575
4570,3.43808776
4571,3.19349615
4572,3.4239654
4573,3.582940341
4574,3.101703398
4577,3.642796315
4578,3.294153258
4580,3.111670805
4581,3.635343865
4584,3.3085496
4585,3.376314947
4586,3.529298752
4587,3.449533969
4588,3.47081125
4589,3.419073974
4590,3.539748226
4591,3.291642798
4593,3.456518096
4595,3.702302603
4597,3.586365296
4598,3.27461999
4599,3.586314358
4600,3.479748307
4602,3.481715621
4603,3.025309278
4605,3.248562222
4608,3.509728209
4609,3.54854807
4610,3.172811718
4611,3.575463447
4612,3.64580115
4613,3.163953503
4614,3.192882698
4615,3.56060149
4616,3.580189718
4617,3.218594657
4618,2.803986302
4619,3.05897441
4620,3.516756094
4621,3.222644499
4622,3.215927686
4623,3.34705399
4624,3.158976175
4625,3.587877757
4626,3.237162737
4627,3.289851054
4628,3.585927618
4629,3.367797294
6959,3.250432983
6961,3.570988602
6963,3.647870042
6966,3.25232775
6967,2.976430673
6969,3.109726006
6970,3.24448072
6971,3.611393442
6973,3.591916413
6974,3.360478214
6975,3.25544501
6976,2.979019104
6977,3.59009942
6978,3.265208175
6979,3.459991924
6980,3.189272009
6981,3.6878001
6982,3.482335151
6983,3.470573517
6984,3.52968499
6985,3.628582822
6986,3.741005943
6987,3.167901997
6988,3.426382463
6989,3.801592143
6990,3.634024034
6991,3.533360893
6992,3.461560545
6993,3.542434855
6994,3.263777076
6995,3.007734963
6996,3.132002115
6997,3.666764989
6998,3.601321053
6999,3.248834351
7000,3.093581475
7001,3.123552754
7003,3.477964064
7004,3.194185455
7005,3.093272229
7007,3.16393445
7008,3.729994976
7009,3.751331753
7010,3.596963112
7011,3.55224731
7012,3.303417531
7013,3.386535478
7014,3.300977798
7015,3.248549681
7016,3.364245867
7017,3.02445117
7018,3.797195134
7019,3.362613195
7020,3.453328678
7021,3.329680684
7022,3.611712422
7023,3.489754014
7024,3.690422524
7025,3.587947002
7026,3.276823256
7027,3.605435482
7028,3.292813746
7029,2.971452554
7030,3.62527592
7031,3.449580888
7032,3.69950073
7033,3.365026068
7034,3.404892722
7035,3.049955586
7036,3.201605161
7037,3.490636107
7038,3.534744724
7039,3.298259698
7040,3.341718205
7041,3.194615958
7042,3.974037467
7043,3.446841697
7044,3.538857414
7045,2.937332162
7046,3.077648945
7047,3.65111269
7048,3.043237235
7050,3.19956067
7051,3.275792508
7054,3.42700471
7055,3.162912134
7056,3.334118477
7057,3.48277285
7058,3.194264386
7059,3.478171739
7060,3.509499398
7061,3.525138159
7062,3.813078176
7063,3.454920188
7064,3.474970376
7065,4.078687088
7067,3.707129962
7068,3.460194492
7069,3.79350799
7070,3.378246893
7071,3.866585561
32562,3.188175648
32582,3.683886526
32584,3.607338217
32587,3.512455102
32589,3.266452167
32591,3.548836581
32596,3.44119279
32598,3.486070054
32627,3.344390233
32657,3.495132966
32721,3.771854598
32743,3.21207733
32770,3.636888599
32825,3.335439409
32840,3.360096191
32853,4.691863255
32892,3.519341942
32898,2.778475787
32943,3.50309045
33004,3.171500933
33036,3.520944233
33072,3.725961312
33085,3.227827769
33124,3.661159626
33138,3.47917379
33145,3.530700395
33154,3.863800774
33158,3.262484071
33162,3.649624085
33164,3.178734479
33166,3.65232155
33171,3.580496897
33288,3.603797526
33312,3.253863902
33358,3.581551682
33421,3.533967678
33437,3.294663312
33451,3.574291338
33463,3.27984749
33493,3.554204398
33495,3.067943138
33499,3.262298344
33539,3.704339672
33558,3.332453829
33564,3.319349702
33585,3.27717618
33615,3.639047842
33621,3.524656902
33639,3.624309634
33644,3.357178994
33646,3.633467331
33649,3.172396446
33660,3.763431906
33669,3.36881617
33672,3.414970003
33677,3.488782082
33679,3.495729426
33681,2.913759798
33683,2.982417114
33722,3.51213146
33725,3.348565078
33779,3.362023886
33794,3.947662714
33815,3.257626606
33817,3.414680304
33819,3.436825158
33826,3.468176679
33830,3.034153467
33834,3.016880806
33836,3.273117983
33838,3.701921108
33880,3.370302357
33893,3.382327284
33896,3.176690086
33903,3.659164879
33966,2.898174406
34048,3.504964782
34072,3.499536526
34143,3.26907216
34148,3.593217875
34150,3.278276804
34153,3.713913998
34155,3.56751017
34162,3.41089792
34164,3.615169761
34198,3.62346949
34271,3.651980146
34292,2.992947038
34319,3.395250865
34321,3.171151132
34323,3.376218484
34326,3.511628727
34332,3.067970129
34334,3.321934859
34336,3.228165654
34338,3.669896315
34359,3.419769073
34405,3.303389083
34437,3.527146742
34482,3.47176075
56715,3.359184046
56757,3.325311423
56775,3.333928908
56782,3.93263829
56788,3.513755531
56801,2.906034147
56805,3.193687682
56885,3.708774972
56908,3.406479032
56915,3.209361308
56921,3.310890789
56941,3.69733317
56949,3.36569861
57147,3.67133329
57223,3.018331466
57243,3.392249534
57274,2.964900277
57326,3.502826787
57353,3.673316365
57368,3.166661554
57370,3.229422621
57401,3.356796139
57464,3.404568758
57502,3.125746278
57504,3.916446522
57520,2.979900218
57526,3.31415911
57528,3.179465605
57532,3.230078797
57534,3.231162579
57536,3.218461961
57538,3.224037318
57637,2.871412465
57640,3.505435498
57669,3.657103752
57792,3.425859674
57845,3.843132323
57910,2.95362731
57951,3.139781998
57980,3.353131935
58025,3.275997142
58047,3.401744009
58078,3.413536806
58103,3.426716002
58105,3.35412165
58107,3.489887321
58154,3.683759964
58156,3.254460114
58162,3.259123597
58191,3.82201419
58246,3.446956837
58291,2.998396306
58293,3.486532202
58295,3.728071673
58297,3.226965544
58299,3.43221027
58301,3.227660664
58303,3.5972286
58306,3.465156139
58315,3.165588989
58332,2.848318095
58334,3.468190635
58347,3.269633922
58351,3.587563295
58376,3.902355578
58418,3.43882603
58425,3.23830101
58432,3.513950409
58490,3.393396924
58492,3.538442029
58559,4.137563084
58622,3.205964417
58627,3.550730762
58652,3.232395715
58655,3.31929619
58706,3.567889384
58803,3.794953282
58806,3.407317251
58839,3.320826756
58876,3.64714279
58879,3.852920886
58964,2.909804084
58972,3.044748556
58975,3.197013996
58998,3.570331074
59014,3.049031643
59016,3.5160657
59018,3.551135703
59022,3.310654554
59026,3.330985054
59037,3.403093446
59103,3.154392963
59118,3.644993542
59126,3.759058235
59141,3.268878077
59143,3.671964876
59220,3.447373526
59256,3.61045058
59258,3.228047236
59295,3.72590511
59306,3.024638203
74668,3.268208838
74677,3.71083411
74685,2.960155359
74688,3.633852837
74698,3.178979027
74727,3.482139182
74750,2.953804173
74754,3.472512382
74787,3.783581925
74789,3.272391958
74791,3.256175468
74795,3.485615166
74851,3.213061155
74868,3.629827396
74916,3.481234554
74944,3.819387626
74946,3.334024806
74948,3.473843211
75341,3.639084406
75395,3.297798695
75805,3.291224259
75813,3.595905844
75985,3.327799021
76030,3.132807864
76054,3.539701858
76077,3.313608314
76079,3.560120766
76091,3.79768417
76093,3.580807286
76130,3.113147635
76173,3.184205349
76175,3.277569077
76210,3.398192872
76251,3.472768486
76293,3.299786697
76317,3.264250951
76738,3.665930481
76763,3.500352526
77191,3.240197414
77201,3.30352256
77206,3.082472882
77240,3.603127031
77307,3.553349092
77364,3.262707346
77414,3.377610542
77421,3.38498157
77427,2.987973683
77455,3.752047119
77540,3.141476679
77561,3.473901738
77629,3.690045702
109483,3.262010778
109487,5.091127818
109569,3.585139253
109578,3.325763455
109673,3.392564475
109846,3.503209345
109848,3.676021911
109850,3.711331742
109864,3.612755056
109895,3.245021925
110102,3.753756506
110127,3.891989736
110297,3.212736873
110407,3.324319726
110453,3.640404336
110501,3.614893186
110553,3.673059409
110586,3.586523112
110591,3.107811242
110730,3.747014382
110771,3.442226564
110882,3.548721447
111113,3.419048998
111235,3.737032805
111360,3.467483889
111362,3.659692852
111364,3.485516871
111384,3.365813515
111443,3.508334055
111617,3.49568246
111622,3.573587785
111659,3.064156204
111743,3.458707699
111759,3.57558461
111921,3.88863166
112006,2.805155094
112138,3.443360046
112171,3.937156337
112175,3.622279822
112183,4.006424339
112290,4.02301766
112370,3.807691584
112421,3.557350399
112515,3.37892363
112552,4.064388543
112556,4.415011338
112623,3.876909404
112788,3.623534198
112804,3.653065027
112818,3.265094502
112852,4.104641142
