@relation movie_halfofhalf


@attribute rate_ave numeric

@attribute Action numeric

@attribute Adventure numeric

@attribute Animation numeric

@attribute Comedy numeric

@attribute Crime numeric

@attribute Documentary numeric

@attribute Drama numeric

@attribute Family numeric

@attribute Fantasy numeric

@attribute Foreign numeric

@attribute History numeric

@attribute Horror numeric

@attribute Kids numeric

@attribute Music numeric

@attribute Mystery numeric

@attribute Romance numeric

@attribute ScienceFiction numeric

@attribute TVMovie numeric

@attribute Thriller numeric

@attribute War numeric

@attribute Western numeric

@attribute rate_cnt numeric

@attribute popularity numeric

@attribute mid numeric

@attribute releasedate date "MM/dd/YYYY"
@data
2.16713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2528,0.64598,66,1/12/1996
3.35632,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0.30063,67,10/22/1995
3.46195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1301,0.92049,68,2/8/1995
3.55498,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4820,1.96278,69,4/26/1995
3.28112,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13464,13.9317,70,1/18/1996
2.36067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1317,1.88778,71,11/3/1995
3.48972,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1265,0.64234,72,10/6/1995
3.80235,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3367,1.20628,73,3/22/1995
3.30935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3745,0.7845,74,1/26/1996
2.47208,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0.00338,75,1/26/1996
3.01273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3575,2.52791,76,9/8/1995
3.43805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0.00145,77,2/18/1995
3.17766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1258,1.13387,78,11/15/1995
3.16407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6223,2.40273,79,2/2/1996
3.72673,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,591,0.00192,80,1/1/1995
3.27454,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351,2.45238,81,12/1/1995
4.01528,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2684,0.69043,82,9/12/1995
3.65422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,616,0.00154,83,1/26/1996
3.39759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0.00143,84,11/22/1995
3.54056,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2811,1.32366,85,9/10/1995
3.49037,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4517,2.19523,86,2/2/1996
2.39702,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,0.07587,87,1/12/1996
3.13043,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5566,2.24744,88,2/1/1996
3.14024,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3330,2.54934,89,11/22/1995
3.33784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0.00333,90,10/1/1995
2.86,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2400,1.45143,92,2/23/1996
2.53041,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2055,2.07249,93,10/27/1995
3.52914,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4238,1.29828,94,2/9/1996
3.12226,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24942,6.35484,95,2/9/1996
3.68836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0.00585,96,12/1/1995
3.99741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121,7.27415,97,5/31/1995
3.12203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0.00152,99,12/27/1995
3.23405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4373,4.82891,100,2/16/1996
3.78442,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4453,5.77035,101,2/21/1996
2.44322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2087,0.13092,102,2/16/1996
3.28069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1181,0.09282,103,2/23/1996
3.41431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19512,5.29592,104,2/16/1996
3.32687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10879,6.30631,105,9/28/1995
3.42279,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0.00172,106,11/7/1994
3.19784,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7837,2.76873,107,2/16/1996
3.03676,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0.00255,108,5/16/1996
4.04209,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,58412,25.8192,110,5/24/1995
4.10938,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26608,11.4371,111,2/8/1976
3.40361,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13072,4.26422,112,1/30/1995
3.12698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1138,2.02141,113,2/23/1996
3.61905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0.00246,114,9/13/1995
3.92593,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1026,0.00146,116,6/8/1995
3.5907,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0.00212,117,1/20/1995
3.01459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1165,0.02315,118,3/8/1996
2.80443,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0.24902,119,9/29/1995
2.8913,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0.06623,120,3/22/1996
3.74235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0.00185,121,12/6/1992
2.8657,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4006,8.55965,122,6/30/1992
3.97445,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2427,3.89398,123,7/14/1994
3.49547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,331,0.00411,124,9/21/1995
3.75487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3590,1.69284,125,3/22/1996
2.34341,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1456,5.53448,126,10/26/1994
3.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,0.00215,129,2/9/1996
3.29847,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,196,0.00246,131,11/22/1995
2.77195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2164,2.06542,132,10/13/1995
2.99679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7483,1.97444,135,3/1/1996
3.54717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0.00144,136,9/8/1995
3.3029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0.00845,137,9/15/1995
3.28276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0.0023,138,8/23/1995
3.31144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5595,1.70797,140,3/1/1996
3.52217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25011,2.3226,141,3/8/1996
3.47081,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4608,0.65227,144,8/9/1995
3.25685,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13430,9.8506,145,4/7/1995
2.89701,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0.00164,146,8/25/1995
3.59678,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4567,5.00766,147,4/21/1995
2.89807,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,363,0.16183,148,1/1/1995
3.69517,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1117,0.71914,149,8/5/1994
3.88335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53450,8.74407,150,6/30/1995
3.5313,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13289,3.91932,151,4/7/1995
3.09895,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,667,1.68422,152,1/10/1995
2.91969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36961,14.1091,153,6/15/1995
3.80272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3120,3.00243,154,5/24/1967
3.40445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1303,0.39414,155,5/24/1995
3.53819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,0.76998,156,9/15/1995
2.79221,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2683,2.74687,157,6/8/1995
2.90044,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14624,14.5518,158,5/26/1995
3.41653,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2396,2.28206,159,9/15/1995
2.6094,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,15475,3.66566,160,6/9/1995
3.74866,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25221,2.776,161,5/12/1995
3.99324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6290,0.07085,162,9/10/1994
3.4307,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15823,6.60247,163,8/25/1995
3.46287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4525,0.71648,164,9/15/1995
3.49461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38138,15.0563,165,5/15/1995
2.80493,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,1.38873,166,10/27/1995
3.06722,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13240,4.26052,168,7/7/1995
2.31048,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3902,2.86704,169,7/19/1995
3.2092,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8934,7.85099,170,9/14/1995
3.60697,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1449,0.0629,171,8/18/1995
2.73436,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13712,6.3293,172,5/26/1995
2.52713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15886,10.6884,173,6/30/1995
2.45305,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2162,0.22904,174,4/12/1995
3.52118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5360,5.46042,175,7/28/1995
3.85054,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402,0.77792,176,1/20/1995
2.88849,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2345,3.06046,177,8/25/1995
3.38252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0.00159,178,5/20/1993
2.7458,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1251,1.7366,179,5/26/1995
3.57837,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8957,2.87854,180,10/20/1995
1.97333,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2831,2.22363,181,6/30/1995
3.08686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,708,0.12272,182,9/29/1995
3.3624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,625,0.11237,183,10/21/1994
3.11343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,335,0.00155,184,9/13/1994
3.12515,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25792,8.66848,185,7/28/1995
2.87718,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12693,8.30836,186,7/12/1995
3.45417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0.00329,187,6/9/1995
3.33656,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2579,2.3269,188,9/1/1995
3.00729,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,343,0.00327,189,11/17/1995
3.57303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,0.08958,190,6/23/1995
2.68831,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1779,2.69056,191,10/13/1995
2.24428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8474,6.2507,193,9/22/1995
3.84339,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6267,2.09827,194,6/9/1995
3.09532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331,2.16503,195,8/4/1995
2.83648,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14588,10.7425,196,7/7/1995
3.07522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0.00249,197,9/15/1995
3.41643,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9495,4.91992,198,10/13/1995
3.77894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1572,2.17309,199,2/19/1964
2.83238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0.00212,200,9/8/1995
3.03272,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,382,1.61439,201,10/27/1995
2.97917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,2.94436,202,11/2/1995
3.16195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5832,1.6264,203,9/7/1995
2.94104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8888,4.43973,204,7/13/1995
3.51316,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,0.0041,205,9/15/1995
3.4781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0.00155,206,8/11/1995
3.37402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5846,2.74994,207,8/11/1995
2.85622,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29010,8.63201,208,7/28/1995
2.83073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0.8861,209,12/1/1995
2.88086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,0.9336,210,12/1/1995
3.58908,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,595,0.0128,211,10/12/1994
2.57609,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,460,1.79046,212,8/4/1995
4.04467,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1914,2.10042,213,6/6/1994
4.04499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,978,0.38772,214,6/9/1994
3.84938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5640,6.76872,215,1/27/1995
3.26174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9458,2.87477,216,2/10/1995
3.69474,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,475,0.02336,324,7/12/1994
2.65561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,1.65063,325,9/8/1995
4.08357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1394,1.49548,326,6/30/1994
2.80505,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8184,1.32026,327,3/31/1995
3.15839,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2497,2.91101,328,1/13/1995
3.3478,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29030,4.86902,329,11/17/1994
2.81107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1572,0.19664,330,5/24/1995
3.28759,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,572,0.00152,331,4/15/1994
2.76477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2132,1.56918,332,4/28/1995
3.35322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12069,4.90361,333,3/31/1995
3.82063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1653,0.96463,334,9/13/1994
