rate_ave,genres,revenue,rate_cnt,popularity,mid,crew,releasedate,cast,studio,budget,title,runtime
3.66726,"[""Comedy"", ""Drama"", ""Romance""]",107879496,18920,1.09918,11,"[{""job"": ""Director"", ""name"": ""Rob Reiner""}, {""job"": ""Screenplay"", ""name"": ""Aaron Sorkin""}, {""job"": ""Producer"", ""name"": ""Rob Reiner""}, {""job"": ""Music"", ""name"": ""Marc Shaiman""}, {""job"": ""Director of Photography"", ""name"": ""John Seale""}, {""job"": ""Editor"", ""name"": ""Robert Leighton""}]",11/17/1995,"[{""character"": ""Andrew Shepherd"", ""name"": ""Michael Douglas""}, {""character"": ""Sydney Ellen Wade"", ""name"": ""Annette Bening""}, {""character"": ""Lewis Rothschild"", ""name"": ""Michael J. Fox""}, {""character"": ""A.J. MacInerney"", ""name"": ""Martin Sheen""}, {""character"": ""Robin McCall"", ""name"": ""Anna Deavere Smith""}, {""character"": ""Lucy Shepherd"", ""name"": ""Shawna Waldron""}, {""character"": ""Janie Basdin"", ""name"": ""Samantha Mathis""}, {""character"": ""Leon Kodak"", ""name"": ""David Paymer""}, {""character"": ""Senator Bob Rumson"", ""name"": ""Richard Dreyfuss""}, {""character"": ""Beth Wade"", ""name"": ""Nina Siemaszko""}, {""character"": ""Susan Sloan"", ""name"": ""Wendie Malick""}]","[""Columbia Pictures"", ""Castle Rock Entertainment""]",62000000,The American President,106
2.6662,"[""Comedy"", ""Horror""]",0,4257,3.92267,12,"[{""job"": ""Director"", ""name"": ""Mel Brooks""}, {""job"": ""Producer"", ""name"": ""Mel Brooks""}, {""job"": ""Music"", ""name"": ""Hummie Mann""}, {""job"": ""Director of Photography"", ""name"": ""Michael D. O'Shea""}, {""job"": ""Editor"", ""name"": ""Adam Weiss""}, {""job"": ""Executive Producer"", ""name"": ""Peter Schindler""}, {""job"": ""Screenplay"", ""name"": ""Rudy De Luca""}, {""job"": ""Screenplay"", ""name"": ""Steve Haberman""}, {""job"": ""Screenplay"", ""name"": ""Mel Brooks""}]",12/22/1995,"[{""character"": ""Count Dracula"", ""name"": ""Leslie Nielsen""}, {""character"": ""Prof. Abraham Van Helsing"", ""name"": ""Mel Brooks""}, {""character"": ""Mina Seward"", ""name"": ""Amy Yasbeck""}, {""character"": ""Thomas Renfield"", ""name"": ""Peter MacNicol""}, {""character"": ""Lucy Westenra"", ""name"": ""Lysette Anthony""}, {""character"": ""Dr. Jack Seward"", ""name"": ""Harvey Korman""}, {""character"": ""Jonathan Harker"", ""name"": ""Steven Weber""}, {""character"": ""Martin"", ""name"": ""Mark Blankfield""}, {""character"": ""Essie"", ""name"": ""Megan Cavanagh""}, {""character"": ""Woodbridge"", ""name"": ""Gregg Binkley""}]","[""Columbia Pictures"", ""Castle Rock Entertainment"", ""Enigma Pictures""]",0,Dracula: Dead and Loving It,88
3.29122,"[""Family"", ""Animation"", ""Adventure""]",0,1595,3.4078,13,"[{""job"": ""Director"", ""name"": ""Simon Wells""}, {""job"": ""Writer"", ""name"": ""David Steven Cohen""}, {""job"": ""Writer"", ""name"": ""Elana Lesser""}, {""job"": ""Writer"", ""name"": ""Cliff Ruby""}, {""job"": ""Writer"", ""name"": ""Roger S.H. Schulman""}, {""job"": ""Animation"", ""name"": ""Jos\u00e9 Antonio Garc\u00eda Villameriel""}, {""job"": ""Animation"", ""name"": ""Stephan Franck""}, {""job"": ""Background Designer"", ""name"": ""Luc Desmarchelier""}, {""job"": ""Special Effects"", ""name"": ""Leonard F.W. Green""}, {""job"": ""Animation"", ""name"": ""Mick De Falco""}, {""job"": ""Animation"", ""name"": ""Jean-Francois Rey""}, {""job"": ""Animation Manager"", ""name"": ""Harald Kraut""}]",12/22/1995,"[{""character"": ""Balto (voice)"", ""name"": ""Kevin Bacon""}, {""character"": ""Boris the Goose (voice)"", ""name"": ""Bob Hoskins""}, {""character"": ""Jenna (voice)"", ""name"": ""Bridget Fonda""}, {""character"": ""Steele the Sled Dog (voice)"", ""name"": ""Jim Cummings""}, {""character"": ""Muk and Luk (voice)"", ""name"": ""Phil Collins""}, {""character"": ""Grandma Rosy (voice)"", ""name"": ""Miriam Margolyes""}]","[""Universal Studios"", ""Amblimation""]",0,Balto,78
3.43193,"[""History"", ""Drama""]",13681765,6721,3.55323,14,"[{""job"": ""Director"", ""name"": ""Oliver Stone""}, {""job"": ""Screenplay"", ""name"": ""Oliver Stone""}, {""job"": ""Producer"", ""name"": ""Dan Halsted""}, {""job"": ""Original Music Composer"", ""name"": ""John Williams""}, {""job"": ""Screenplay"", ""name"": ""Stephen J. Rivele""}, {""job"": ""Director of Photography"", ""name"": ""Robert Richardson""}, {""job"": ""Editor"", ""name"": ""Brian Berdan""}, {""job"": ""Producer"", ""name"": ""Oliver Stone""}]",12/22/1995,"[{""character"": ""Richard Nixon"", ""name"": ""Anthony Hopkins""}, {""character"": ""Pat Nixon"", ""name"": ""Joan Allen""}, {""character"": ""John Ehrlichman"", ""name"": ""J. T. Walsh""}, {""character"": ""Henry Kissinger"", ""name"": ""Paul Sorvino""}, {""character"": ""E. Howard Hunt"", ""name"": ""Ed Harris""}, {""character"": ""J. Edgar Hoover"", ""name"": ""Bob Hoskins""}, {""character"": ""John Mitchell"", ""name"": ""E.G. Marshall""}, {""character"": ""Alexander Haig"", ""name"": ""Powers Boothe""}, {""character"": ""Ron Ziegler"", ""name"": ""David Paymer""}, {""character"": ""John Dean"", ""name"": ""David Hyde Pierce""}, {""character"": ""Hannah Nixon"", ""name"": ""Mary Steenburgen""}]","[""Hollywood Pictures"", ""Cinergi Pictures Entertainment""]",44000000,Nixon,192
2.72879,"[""Action"", ""Adventure""]",18517322,3005,2.3847,15,"[{""job"": ""Director"", ""name"": ""Renny Harlin""}, {""job"": ""Producer"", ""name"": ""James Gorman""}, {""job"": ""Producer"", ""name"": ""Renny Harlin""}, {""job"": ""Producer"", ""name"": ""Laurence Mark""}, {""job"": ""Producer"", ""name"": ""Joel B. Michaels""}, {""job"": ""Director of Photography"", ""name"": ""Peter Levy""}, {""job"": ""Casting"", ""name"": ""Mindy Marin""}, {""job"": ""Production Design"", ""name"": ""Norman Garwood""}, {""job"": ""Set Decoration"", ""name"": ""Maggie Gray""}, {""job"": ""Costume Design"", ""name"": ""Enrico Sabbatini""}, {""job"": ""Executive Producer"", ""name"": ""Mario Kassar""}, {""job"": ""Story"", ""name"": ""Michael Frost Beckner""}, {""job"": ""Story"", ""name"": ""James Gorman""}, {""job"": ""Screenplay"", ""name"": ""Robert King""}, {""job"": ""Screenplay"", ""name"": ""Marc Norman""}]",12/22/1995,"[{""character"": ""Morgan Adams"", ""name"": ""Geena Davis""}, {""character"": ""William Shaw"", ""name"": ""Matthew Modine""}, {""character"": ""Dawg"", ""name"": ""Frank Langella""}, {""character"": ""John Reed"", ""name"": ""Maury Chaykin""}, {""character"": ""Ainstee"", ""name"": ""Patrick Malahide""}, {""character"": ""Glasspoole"", ""name"": ""Stan Shaw""}, {""character"": ""Mr. Blair"", ""name"": ""Rex Linn""}, {""character"": ""Snelgrave"", ""name"": ""Paul Dillon""}]","[""Le Studio Canal+"", ""Laurence Mark Productions"", ""Metro-Goldwyn-Mayer (MGM)"", ""Carolco Pictures""]",98000000,Cutthroat Island,119
3.77948,"[""Drama"", ""Crime""]",116112375,18781,10.6124,16,"[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Barbara De Fina""}, {""job"": ""Director of Photography"", ""name"": ""Robert Richardson""}, {""job"": ""Editor"", ""name"": ""Thelma Schoonmaker""}, {""job"": ""Casting"", ""name"": ""Ellen Lewis""}, {""job"": ""Production Design"", ""name"": ""Dante Ferretti""}, {""job"": ""Screenplay"", ""name"": ""Martin Scorsese""}, {""job"": ""Screenplay"", ""name"": ""Nicholas Pileggi""}, {""job"": ""Novel"", ""name"": ""Nicholas Pileggi""}, {""job"": ""Producer"", ""name"": ""Joseph P. Reidy""}]",11/22/1995,"[{""character"": ""Sam 'Ace' Rothstein"", ""name"": ""Robert De Niro""}, {""character"": ""Ginger McKenna"", ""name"": ""Sharon Stone""}, {""character"": ""Nicky Santoro"", ""name"": ""Joe Pesci""}, {""character"": ""Lester Diamond"", ""name"": ""James Woods""}, {""character"": ""Billy Sherbert"", ""name"": ""Don Rickles""}, {""character"": ""Andy Stone"", ""name"": ""Alan King""}, {""character"": ""Phillip Green"", ""name"": ""Kevin Pollak""}, {""character"": ""Remo Gaggi"", ""name"": ""Pasquale Cajano""}, {""character"": ""Pat Webb"", ""name"": ""L.Q. Jones""}, {""character"": ""S\u00e9nateur"", ""name"": ""Dick Smothers""}, {""character"": ""Frank Marino"", ""name"": ""Frank Vincent""}]","[""Universal Pictures"", ""L\u00e9gende Entreprises"", ""Syalis DA"", ""De Fina-Cappa""]",52000000,Casino,178
3.96423,"[""Drama"", ""Romance""]",0,23289,3.28241,17,"[{""job"": ""Director"", ""name"": ""Ang Lee""}, {""job"": ""Novel"", ""name"": ""Jane Austen""}, {""job"": ""Screenplay"", ""name"": ""Emma Thompson""}, {""job"": ""Producer"", ""name"": ""Lindsay Doran""}, {""job"": ""Executive Producer"", ""name"": ""Sydney Pollack""}]",12/13/1995,"[{""character"": ""Marianne Dashwood"", ""name"": ""Kate Winslet""}, {""character"": ""Elinor Dashwood"", ""name"": ""Emma Thompson""}, {""character"": ""Edward Ferrars"", ""name"": ""Hugh Grant""}, {""character"": ""Mr. Dashwood"", ""name"": ""Tom Wilkinson""}, {""character"": ""Col. Christopher Brandon"", ""name"": ""Alan Rickman""}, {""character"": ""Lucy Steele"", ""name"": ""Imogen Stubbs""}, {""character"": ""John Willoughby"", ""name"": ""Greg Wise""}, {""character"": ""Mr. Palmer"", ""name"": ""Hugh Laurie""}, {""character"": ""Charlotte Jennings Palmer"", ""name"": ""Imelda Staunton""}, {""character"": ""Sir John Middleton"", ""name"": ""Robert Hardy""}, {""character"": ""Doctor Harris"", ""name"": ""Oliver Ford Davies""}]","[""Columbia Pictures""]",0,Sense and Sensibility,136
3.39436,"[""Comedy""]",4300000,5623,5.21198,18,"[{""job"": ""Original Music Composer"", ""name"": ""Combustible Edison""}, {""job"": ""Production Design"", ""name"": ""Gary Frutkoff""}, {""job"": ""Sound Designer"", ""name"": ""Lance Brown""}, {""job"": ""Director"", ""name"": ""Allison Anders""}, {""job"": ""Director"", ""name"": ""Alexandre Rockwell""}, {""job"": ""Director"", ""name"": ""Robert Rodriguez""}, {""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Lawrence Bender""}, {""job"": ""Executive Producer"", ""name"": ""Quentin Tarantino""}, {""job"": ""Executive Producer"", ""name"": ""Alexandre Rockwell""}, {""job"": ""Casting"", ""name"": ""Russell Gray""}, {""job"": ""Art Direction"", ""name"": ""Mayne Berke""}, {""job"": ""Set Decoration"", ""name"": ""Sara Andrews""}, {""job"": ""Writer"", ""name"": ""Allison Anders""}, {""job"": ""Writer"", ""name"": ""Alexandre Rockwell""}, {""job"": ""Writer"", ""name"": ""Robert Rodriguez""}, {""job"": ""Writer"", ""name"": ""Quentin Tarantino""}, {""job"": ""Director of Photography"", ""name"": ""Rodrigo Garc\u00eda""}, {""job"": ""Director of Photography"", ""name"": ""Guillermo Navarro""}, {""job"": ""Director of Photography"", ""name"": ""Phil Parmet""}, {""job"": ""Director of Photography"", ""name"": ""Andrzej Sekula""}, {""job"": ""Editor"", ""name"": ""Margaret Goodspeed""}, {""job"": ""Editor"", ""name"": ""Elena Maganini""}, {""job"": ""Editor"", ""name"": ""Sally Menke""}, {""job"": ""Editor"", ""name"": ""Robert Rodriguez""}, {""job"": ""Co-Producer"", ""name"": ""Paul Hellerman""}, {""job"": ""Co-Producer"", ""name"": ""Scott Lambert""}, {""job"": ""Co-Producer"", ""name"": ""Heidi Vogel""}]",12/25/1995,"[{""character"": ""Chester Rush"", ""name"": ""Quentin Tarantino""}, {""character"": ""Man"", ""name"": ""Antonio Banderas""}, {""character"": ""Angela"", ""name"": ""Jennifer Beals""}, {""character"": ""Jezebel"", ""name"": ""Sammi Davis""}, {""character"": ""Diana"", ""name"": ""Amanda de Cadenet""}, {""character"": ""Athena"", ""name"": ""Valeria Golino""}, {""character"": ""Raven"", ""name"": ""Lili Taylor""}, {""character"": ""Corpse"", ""name"": ""Patricia Vonne""}, {""character"": ""Elspeth"", ""name"": ""Madonna""}, {""character"": ""Leo"", ""name"": ""Bruce Willis""}, {""character"": ""Long Hair Yuppy Scum"", ""name"": ""Lawrence Bender""}]","[""Miramax Films"", ""A Band Apart""]",4000000,Four Rooms,98
2.6173,"[""Comedy""]",212385533,22264,8.10137,19,"[{""job"": ""Director"", ""name"": ""Steve Oedekerk""}, {""job"": ""Characters"", ""name"": ""Jack Bernstein""}, {""job"": ""Screenplay"", ""name"": ""Steve Oedekerk""}, {""job"": ""Executive Producer"", ""name"": ""Gary Barber""}, {""job"": ""Producer"", ""name"": ""Bob Israel""}, {""job"": ""Producer"", ""name"": ""Andrew G. La Marca""}, {""job"": ""Producer"", ""name"": ""James G. Robinson""}, {""job"": ""Original Music Composer"", ""name"": ""Robert Folk""}, {""job"": ""Director of Photography"", ""name"": ""Donald E. Thorin""}, {""job"": ""Editor"", ""name"": ""Malcolm Campbell""}]",11/10/1995,"[{""character"": ""Ace Ventura"", ""name"": ""Jim Carrey""}, {""character"": ""Fulton Greenwall"", ""name"": ""Ian McNeice""}, {""character"": ""Vincent Cadby"", ""name"": ""Simon Callow""}, {""character"": ""Ouda"", ""name"": ""Maynard Eziashi""}, {""character"": ""Burton Quinn"", ""name"": ""Bob Gunton""}, {""character"": ""The Wachati Princess"", ""name"": ""Sophie Okonedo""}, {""character"": ""The Tiny Warrior"", ""name"": ""Tommy Davidson""}, {""character"": ""Hitu"", ""name"": ""Adewale Akinnuoye-Agbaje""}, {""character"": ""Wachootoo Witch Doctor"", ""name"": ""Danny D. Daniels""}, {""character"": ""Wachootoo Chief"", ""name"": ""Sam Motoana Phillips""}, {""character"": ""Wachati Chief"", ""name"": ""Damon Standifer""}]","[""Warner Bros. Pictures"", ""Morgan Creek Productions""]",30000000,Ace Ventura: When Nature Calls,90
2.90145,"[""Action"", ""Comedy"", ""Crime"", ""Drama"", ""Thriller""]",35431113,4485,3.83941,20,"[{""job"": ""Director"", ""name"": ""Joseph Ruben""}, {""job"": ""Screenplay"", ""name"": ""Doug Richardson""}, {""job"": ""Producer"", ""name"": ""Neil Canton""}, {""job"": ""Executive Producer"", ""name"": ""Tracy Barone""}, {""job"": ""Executive Producer"", ""name"": ""Adam Fields""}, {""job"": ""Producer"", ""name"": ""Jon Peters""}, {""job"": ""Executive Producer"", ""name"": ""Frederick S. Pierce""}, {""job"": ""Music"", ""name"": ""Melissa Etheridge""}, {""job"": ""Music"", ""name"": ""Mark Mancina""}, {""job"": ""Director of Photography"", ""name"": ""John Lindley""}, {""job"": ""Editor"", ""name"": ""George Bowers""}, {""job"": ""Editor"", ""name"": ""Bill Pankow""}]",11/21/1995,"[{""character"": ""John"", ""name"": ""Wesley Snipes""}, {""character"": ""Charlie"", ""name"": ""Woody Harrelson""}, {""character"": ""Grace Santiago"", ""name"": ""Jennifer Lopez""}, {""character"": ""Donald Patterson"", ""name"": ""Robert Blake""}, {""character"": ""Torch"", ""name"": ""Chris Cooper""}, {""character"": ""Riley"", ""name"": ""Joe Grifasi""}, {""character"": ""Mr. Brown"", ""name"": ""Scott Sowers""}, {""character"": ""Kowalski"", ""name"": ""Skipp Sudduth""}, {""character"": ""Woman on Platform"", ""name"": ""Aida Turturro""}, {""character"": ""Gambler"", ""name"": ""Vincent Pastore""}, {""character"": ""Dooley"", ""name"": ""Enrico Colantoni""}]","[""Columbia Pictures""]",60000000,Money Train,103
3.58029,"[""Comedy"", ""Thriller"", ""Crime""]",72021008,24953,5.38902,21,"[{""job"": ""Director"", ""name"": ""Barry Sonnenfeld""}, {""job"": ""Novel"", ""name"": ""Elmore Leonard""}, {""job"": ""Producer"", ""name"": ""Danny DeVito""}, {""job"": ""Producer"", ""name"": ""Michael Shamberg""}, {""job"": ""Producer"", ""name"": ""Stacey Sher""}, {""job"": ""Original Music Composer"", ""name"": ""John Lurie""}, {""job"": ""Director of Photography"", ""name"": ""Donald Peterman""}, {""job"": ""Production Design"", ""name"": ""Peter S. Larkin""}, {""job"": ""Screenplay"", ""name"": ""Scott Frank""}]",10/20/1995,"[{""character"": ""Chili Palmer"", ""name"": ""John Travolta""}, {""character"": ""Harry Zimm"", ""name"": ""Gene Hackman""}, {""character"": ""Karen Flores"", ""name"": ""Rene Russo""}, {""character"": ""Martin Weir"", ""name"": ""Danny DeVito""}, {""character"": ""Ray 'Bones' Barboni"", ""name"": ""Dennis Farina""}, {""character"": ""Bo Catlett"", ""name"": ""Delroy Lindo""}, {""character"": ""Bear"", ""name"": ""James Gandolfini""}, {""character"": ""Ronnie Wingate"", ""name"": ""Jon Gries""}, {""character"": ""Nicki"", ""name"": ""Renee Props""}, {""character"": ""Leo Devoe"", ""name"": ""David Paymer""}, {""character"": ""Tommy Carlo"", ""name"": ""Martin Ferrero""}]","[""Jersey Films"", ""Metro-Goldwyn-Mayer (MGM)""]",30250000,Get Shorty,105
3.30156,"[""Drama"", ""Thriller""]",0,10789,1.01407,22,"[{""job"": ""Executive Producer"", ""name"": ""Mark Tarlov""}, {""job"": ""Director"", ""name"": ""Jon Amiel""}, {""job"": ""Editor"", ""name"": ""Alan Heim""}, {""job"": ""Editor"", ""name"": ""Jim Clark""}, {""job"": ""Executive Producer"", ""name"": ""Arnon Milchan""}, {""job"": ""Screenplay"", ""name"": ""David Madsen""}, {""job"": ""Producer"", ""name"": ""Arnon Milchan""}, {""job"": ""Producer"", ""name"": ""Mark Tarlov""}, {""job"": ""Original Music Composer"", ""name"": ""Christopher Young""}, {""job"": ""Screenplay"", ""name"": ""Ann Biderman""}, {""job"": ""Director of Photography"", ""name"": ""L\u00e1szl\u00f3 Kov\u00e1cs""}, {""job"": ""Executive Producer"", ""name"": ""Joseph M. Caracciolo Jr.""}, {""job"": ""Tonbearbeitung"", ""name"": ""Chris Newman""}]",10/27/1995,"[{""character"": ""Helen Hudson"", ""name"": ""Sigourney Weaver""}, {""character"": ""M.J. Monahan"", ""name"": ""Holly Hunter""}, {""character"": ""Nico Letti"", ""name"": ""Will Patton""}, {""character"": ""Peter Foley"", ""name"": ""William McNamara""}, {""character"": ""Doryll Lee Cullum"", ""name"": ""Harry Connick Jr.""}, {""character"": ""Lt. Quinn"", ""name"": ""J.E. Freeman""}, {""character"": ""Ruben Goetz"", ""name"": ""Dermot Mulroney""}, {""character"": ""Andy"", ""name"": ""John Rothman""}, {""character"": ""Susan Schiffer"", ""name"": ""Shannon O'Hurley""}, {""character"": ""Pachulski"", ""name"": ""Bob Greene""}, {""character"": ""Kerby"", ""name"": ""Tony Haney""}]","[""Warner Bros. Pictures"", ""Regency Enterprises""]",0,Copycat,124
3.16042,"[""Action"", ""Adventure"", ""Crime"", ""Thriller""]",30303072,4566,5.84336,23,"[{""job"": ""Casting"", ""name"": ""Marion Dougherty""}, {""job"": ""Art Direction"", ""name"": ""Steve Arnold""}, {""job"": ""Art Direction"", ""name"": ""Nathan Crowley""}, {""job"": ""Art Direction"", ""name"": ""Leticia Stella""}, {""job"": ""Supervising Art Director"", ""name"": ""Daniel T. Dorrance""}, {""job"": ""Production Design"", ""name"": ""Thomas E. Sanders""}, {""job"": ""Set Decoration"", ""name"": ""Lisa Dean""}, {""job"": ""Costume Design"", ""name"": ""Elizabeth McBride""}, {""job"": ""Costume Supervisor"", ""name"": ""Cha Blevins""}, {""job"": ""Director"", ""name"": ""Richard Donner""}, {""job"": ""Author"", ""name"": ""Andy Wachowski""}, {""job"": ""Author"", ""name"": ""Lana Wachowski""}, {""job"": ""Music"", ""name"": ""Mark Mancina""}, {""job"": ""Director of Photography"", ""name"": ""Vilmos Zsigmond""}, {""job"": ""Editor"", ""name"": ""Lawrence Jordan""}, {""job"": ""Editor"", ""name"": ""Richard Marks""}, {""job"": ""Producer"", ""name"": ""Richard Donner""}, {""job"": ""Producer"", ""name"": ""Bruce A. Evans""}, {""job"": ""Producer"", ""name"": ""Raynold Gideon""}, {""job"": ""Producer"", ""name"": ""Andrew Lazar""}, {""job"": ""Executive Producer"", ""name"": ""Lauren Shuler Donner""}, {""job"": ""Producer"", ""name"": ""Joel Silver""}, {""job"": ""Producer"", ""name"": ""Jim Van Wyck""}, {""job"": ""Executive Producer"", ""name"": ""Dino De Laurentiis""}, {""job"": ""Dialogue Editor"", ""name"": ""Marshall Winn""}, {""job"": ""Set Designer"", ""name"": ""Alan Manzer""}, {""job"": ""Set Designer"", ""name"": ""Noelle King""}, {""job"": ""Set Designer"", ""name"": ""Chad Griffin""}, {""job"": ""Property Master"", ""name"": ""Erik L. Nelson""}, {""job"": ""Dialogue Editor"", ""name"": ""John F. Reynolds""}, {""job"": ""Dialogue Editor"", ""name"": ""Catherine Flynn""}, {""job"": ""Dialogue Editor"", ""name"": ""Virginia Cook-McGowan""}, {""job"": ""Greensman"", ""name"": ""Michael McCombe""}, {""job"": ""Leadman"", ""name"": ""Steven Curtis Husch""}, {""job"": ""Set Designer"", ""name"": ""Gilbert Wong""}, {""job"": ""Hairstylist"", ""name"": ""Charlene Johnson""}, {""job"": ""Makeup Artist"", ""name"": ""Deborah K. Larsen""}, {""job"": ""Production Supervisor"", ""name"": ""John M. Woodward""}, {""job"": ""Makeup Artist"", ""name"": ""Scott Eddo""}, {""job"": ""Art Department Coordinator"", ""name"": ""Wendy Skerritt""}, {""job"": ""Supervising Sound Editor"", ""name"": ""Robert G. Henderson""}, {""job"": ""Sound Effects Editor"", ""name"": ""Peggy McAffee""}, {""job"": ""Foley"", ""name"": ""Kevin Bartnof""}, {""job"": ""Foley"", ""name"": ""Catherine Rowe""}, {""job"": ""Sound Re-Recording Mixer"", ""name"": ""Rick Alexander""}, {""job"": ""Sound Re-Recording Mixer"", ""name"": ""David E. Campbell""}, {""job"": ""Sound Re-Recording Mixer"", ""name"": ""Kevin E. Carpenter""}, {""job"": ""Sound Re-Recording Mixer"", ""name"": ""Les Fresholtz""}, {""job"": ""Sound Re-Recording Mixer"", ""name"": ""Jeffrey J. Haboush""}, {""job"": ""Sound Re-Recording Mixer"", ""name"": ""John T. Reitz""}, {""job"": ""Sound Re-Recording Mixer"", ""name"": ""Gregg Rudloff""}, {""job"": ""Sound Re-Recording Mixer"", ""name"": ""Greg P. Russell""}, {""job"": ""Special Effects Coordinator"", ""name"": ""Rafael P\u00e9rez""}, {""job"": ""Stunt Coordinator"", ""name"": ""Dick Hancock""}, {""job"": ""Still Photographer"", ""name"": ""Andrew Cooper""}, {""job"": ""Camera Operator"", ""name"": ""Ray De La Motte""}, {""job"": ""Camera Operator"", ""name"": ""Neal Norton""}, {""job"": ""Helicopter Camera"", ""name"": ""Frank M. Holgate""}, {""job"": ""Additional Camera"", ""name"": ""Robin Buerki""}, {""job"": ""Lighting Technician"", ""name"": ""Ian Jennings""}, {""job"": ""Lighting Technician"", ""name"": ""David R. Kohn""}, {""job"": ""Lighting Technician"", ""name"": ""Raul J. Marin""}, {""job"": ""Set Costumer"", ""name"": ""Eva Prappas""}, {""job"": ""Set Costumer"", ""name"": ""Sally Roberts""}, {""job"": ""Dialect Coach"", ""name"": ""Joy Ellison""}, {""job"": ""Location Manager"", ""name"": ""Patricia Fay""}, {""job"": ""Unit Publicist"", ""name"": ""Peter J. Silbermann""}, {""job"": ""Screenplay"", ""name"": ""Andy Wachowski""}, {""job"": ""Screenplay"", ""name"": ""Lana Wachowski""}, {""job"": ""Screenplay"", ""name"": ""Brian Helgeland""}]",10/6/1995,"[{""character"": ""Robert Rath"", ""name"": ""Sylvester Stallone""}, {""character"": ""Miguel Bain"", ""name"": ""Antonio Banderas""}, {""character"": ""Electra"", ""name"": ""Julianne Moore""}, {""character"": ""Nicolai Tashlinkov"", ""name"": ""Anatoli Davydov""}, {""character"": ""Ketcham"", ""name"": ""Muse Watson""}, {""character"": ""Alan Branch (as Stephen Kahan)"", ""name"": ""Steve Kahan""}, {""character"": ""Jennifer, Electra's Neighbor"", ""name"": ""Kelly Rowan""}, {""character"": ""Bob"", ""name"": ""Reed Diamond""}, {""character"": ""Remy"", ""name"": ""Kai Wulff""}, {""character"": ""Buyer with Remy"", ""name"": ""Kerry Skalsky""}, {""character"": ""Buyer with Remy"", ""name"": ""James Douglas Haskins""}]","[""Silver Pictures"", ""Canal+"", ""Warner Bros."", ""Donner/Shuler-Donner Productions"", ""Evansgideon/Lazar""]",50000000,Assassins,132
3.18505,"[""Drama"", ""Fantasy"", ""Science Fiction"", ""Thriller""]",0,8892,6.15424,24,"[{""job"": ""Director"", ""name"": ""Victor Salva""}, {""job"": ""Screenplay"", ""name"": ""Victor Salva""}, {""job"": ""Producer"", ""name"": ""Roger Birnbaum""}, {""job"": ""Executive Producer"", ""name"": ""Riley Kathryn Ellis""}, {""job"": ""Producer"", ""name"": ""Daniel Grodnik""}, {""job"": ""Executive Producer"", ""name"": ""Robert Snukal""}, {""job"": ""Original Music Composer"", ""name"": ""Jerry Goldsmith""}, {""job"": ""Director of Photography"", ""name"": ""Jerzy Zielinski""}, {""job"": ""Editor"", ""name"": ""Dennis M. Hill""}]",10/27/1995,"[{""character"": ""Jessie Caldwell"", ""name"": ""Mary Steenburgen""}, {""character"": ""Jeremy 'Powder' Reed"", ""name"": ""Sean Patrick Flanery""}, {""character"": ""Sheriff Doug Barnum"", ""name"": ""Lance Henriksen""}, {""character"": ""Donald Ripley"", ""name"": ""Jeff Goldblum""}, {""character"": ""Deputy Harley Duncan"", ""name"": ""Brandon Smith""}]","[""Caravan Pictures"", ""Hollywood Pictures""]",0,Powder,111
3.6742,"[""Drama"", ""Romance""]",49800000,24019,4.1622,25,"[{""job"": ""Director"", ""name"": ""Mike Figgis""}, {""job"": ""Novel"", ""name"": ""John O'Brien""}, {""job"": ""Screenplay"", ""name"": ""Mike Figgis""}, {""job"": ""Producer"", ""name"": ""Lila Caz\u00e8s""}, {""job"": ""Line Producer"", ""name"": ""Marc S. Fischer""}, {""job"": ""Executive Producer"", ""name"": ""Stuart Regen""}, {""job"": ""Executive Producer"", ""name"": ""Paige Simpson""}, {""job"": ""Producer"", ""name"": ""Annie Stewart""}, {""job"": ""Original Music Composer"", ""name"": ""Mike Figgis""}, {""job"": ""Director of Photography"", ""name"": ""Declan Quinn""}, {""job"": ""Editor"", ""name"": ""John Smith""}, {""job"": ""Casting"", ""name"": ""Carrie Frazier""}]",10/27/1995,"[{""character"": ""Ben Sanderson"", ""name"": ""Nicolas Cage""}, {""character"": ""Sera"", ""name"": ""Elisabeth Shue""}, {""character"": ""Yuri"", ""name"": ""Julian Sands""}, {""character"": ""Peter"", ""name"": ""Richard Lewis""}, {""character"": ""Marc Nussbaum"", ""name"": ""Steven Weber""}, {""character"": ""Sheila"", ""name"": ""Kim Adams""}, {""character"": ""Debbie"", ""name"": ""Emily Procter""}, {""character"": ""Man At Bar"", ""name"": ""Stuart Regen""}, {""character"": ""Terri"", ""name"": ""Valeria Golino""}, {""character"": ""L.A. Bartender"", ""name"": ""Graham Beckel""}, {""character"": ""Hooker at bar"", ""name"": ""Mariska Hargitay""}]","[""United Artists"", ""Intial Productions""]",3600000,Leaving Las Vegas,112
